Entidad,Objeto,Cuantía,Modalidad,Número,Estado,"F. Publicación",Ubicación,"Actividad Económica","Códigos UNSPSC",Enlace,"Portal de origen",Contratista(s)
"ALCALDÍA LOCAL DE BARRIOS UNIDOS","ADQUISICIÓN DE PANTALLAS INTERACTIVAS PARA USO EDUCATIVO, CON EL PROPÓSITO DE FORTALECER LOS PROCESOS DE ENSEÑANZA Y APRENDIZAJE EN LAS INSTITUCIONES DE EDUCACIÓN DISTRITAL DE LA LOCALIDAD DE BARRIOS UNIDOS.",339458833,"Selección Abreviada Subasta Inversa",FDLBU-SASI-008-2025,Convocatoria,"2025-10-31 12:31:21","Cundinamarca : Bogotá D.C.","Equipos audiovisuales","43211900 | 45111600 | 45111800 | 52161500",https://col.licitaciones.info/detalle-contrato?random=6904f45f1fe004.44179235,"secop II",
